Episodes,Episodic Return,Scores,Epsilon
1,-98,0,1.0
2,-107,0,0.9820078731719949
3,-105,0,0.9643394629717849
4,-102,0,0.9469889450487462
5,-84,1,0.9299505998447105
6,-107,0,0.9132188107085251
7,-86,1,0.8967880620445373
8,-98,0,0.8806529374943911
9,-106,0,0.8648081181515368
10,-90,1,0.849248380807866
11,-82,2,0.8339685962318929
12,-104,0,0.8189637274779153
13,-56,3,0.8042288282255969
14,-99,0,0.7897590411494241
15,-92,1,0.7755495963175
16,-99,0,0.7615958096191474
17,-72,2,0.7478930812208024
18,-72,2,0.7344368940496903
19,-98,0,0.7212228123047821
20,-104,0,0.708246479994544
21,-97,0,0.695503619500994
22,-102,0,0.6829900301695955
23,-103,0,0.6707015869245212
24,-93,1,0.6586342389088309
25,-103,0,0.6467840081491166
26,-102,0,0.6351469882441723
27,-86,1,0.6237193430772576
28,-99,0,0.6124973055515317
29,-78,1,0.6014771763482372
30,-100,0,0.5906553227072292
31,-88,1,0.5800281772294446
32,-86,1,0.5695922367009157
33,-102,0,0.5593440609379459
34,-59,3,0.5492802716530589
35,-44,4,0.5393975513413559
36,-62,3,0.5296926421869069
37,-83,1,0.520162344988819
38,-99,0,0.5108035181066276
39,-87,1,0.501613076424662
40,-84,1,0.4925879903350437
41,-53,3,0.48372528473898346
42,-75,2,0.47502203806604676
43,-67,2,0.466475381311065
44,-76,2,0.45808249708837434
45,-86,1,0.449840618703071
46,-16,6,0.4417470292389771
47,-85,1,0.433799060663015
48,-70,2,0.42599409294569657
49,-69,2,0.4183295531974366
50,-88,1,0.4108029148204056
51,-19,5,0.4034116966756427
52,-88,1,0.39615346226515386
53,-84,1,0.38902581892872584
54,-72,2,0.3820264170551917
55,-72,2,0.37515294930788634
56,-68,2,0.3684031498640387
57,-40,4,0.3617747936678483
58,-11,6,0.35526569569700106
59,-17,5,0.3488737102423811
60,-19,6,0.34259673020074355
61,-66,2,0.336432686380112
62,-12,6,0.3303795468176745
63,-68,2,0.3244353161099521
64,-6,7,0.31859803475501786
65,-72,2,0.31286577850655245
66,-13,5,0.30723665773952
67,-99,0,0.30170881682725814
68,-12,6,0.2962804335297748
69,-53,3,0.2909497183930507
70,-44,4,0.2857149141591506
71,-75,2,0.28057429518694665
72,-97,0,0.2755261668832649
73,-69,2,0.27056886514426715
74,-86,1,0.2657007558068821
75,-40,5,0.26092023411010784
76,-47,4,0.25622572416600603
77,101,13,0.2516156784402138
78,-23,5,0.24708857724180294
79,-31,5,0.24264292822231712
80,38,9,0.23827726588382261
81,44,10,0.23399015109581062
82,-83,1,0.22978017062079073
83,16,7,0.22564593664842078
84,-30,5,0.22158608633801843
85,110,12,0.21759928136930348
86,-27,5,0.21368420750122424
87,-73,2,0.20983957413872048
88,-98,0,0.20606411390728202
89,-85,1,0.20235658223516173
90,25,8,0.1987157569431051
91,-84,1,0.19514043784146168
92,-32,5,0.19162944633454568
93,-19,6,0.18818162503211416
94,6,7,0.18479583736783625
95,20,8,0.18147096722462674
96,-28,5,0.1782059185667205
97,16,8,0.17499961507836692
98,-42,4,0.17185099980902488
99,131,15,0.16875903482494142
100,-12,6,0.16572270086699936
101,-73,2,0.16274099701472075
102,-42,4,0.1598129403563159
103,-22,6,0.15693756566466868
104,-46,4,0.15411392507915156
105,18,8,0.1513410877931658
106,155,17,0.14861813974730292
