Episodes,Episodic Return,Scores,Epsilon
1,110,1,1.0
2,52,4,1.0
3,110,0,0.9928073597601791
4,89,1,0.9856664535939776
5,110,0,0.9785769093968161
6,86,0,0.971538357740529
7,100,0,0.9645504318541149
8,104,0,0.9576127676046244
9,102,0,0.9507250034781851
10,150,3,0.943886780561164
11,108,1,0.9370977425214648
12,98,0,0.9303575355899596
13,110,1,0.9236658085420547
14,65,4,0.9170222126793884
15,137,2,0.910426401811661
16,76,4,0.9038780322385952
17,71,4,0.8973767627320257
18,122,1,0.8909222545181191
19,110,0,0.8845141712597201
20,123,1,0.8781521790388256
21,118,1,0.8718359463391846
22,124,1,0.8655651440290231
23,70,4,0.8593394453438935
24,114,0,0.8531585258696477
25,146,2,0.8470220635255313
26,73,4,0.8409297385474015
27,136,3,0.8348812334710634
28,100,0,0.8288762331157281
29,116,0,0.8229144245675888
30,80,5,0.8169954971635148
31,55,4,0.811119142474864
32,151,2,0.8052850542914104
33,120,0,0.7994929286053876
34,156,3,0.7937424635956483
35,155,3,0.7880333596119355
36,64,4,0.7823653191592695
37,140,2,0.7767380468824443
38,150,2,0.7711512495506376
39,70,4,0.7656046360421316
40,147,3,0.7600979173291416
41,109,6,0.7546308064627559
42,78,4,0.7492030185579834
43,91,6,0.7438142707789079
44,133,2,0.7384642823239506
45,79,4,0.7331527744112368
46,123,7,0.7278794702640703
47,95,6,0.7226440950965094
48,66,4,0.7174463760990493
49,157,3,0.7122860424244055
50,106,0,0.707162825173401
51,100,4,0.7020764573809534
52,84,5,0.6970266740021642
53,72,4,0.6920132118985077
54,97,5,0.6870358098241188
55,126,0,0.6820942084121799
56,96,6,0.6771881501614058
57,58,4,0.6723173794226249
58,61,4,0.6674816423854588
59,163,3,0.6626806870650954
60,109,6,0.6579142632891588
61,105,6,0.6531821226846731
62,98,4,0.6484840186651197
63,91,5,0.6438197064175882
64,68,4,0.6391889428900194
65,144,0,0.63459148677854
66,89,5,0.6300270985148889
67,84,4,0.6254955402539332
68,96,5,0.6209965758612742
69,89,5,0.6165299709009434
70,78,5,0.6120954926231856
71,67,4,0.6076929099523312
72,68,4,0.6033219934747541
73,106,5,0.5989825154269187
74,178,2,0.5946742496835099
75,96,4,0.590396971745651
76,88,4,0.5861504587292048
77,155,2,0.5819344893531596
78,66,4,0.5777488439280986
79,101,6,0.5735933043447512
80,68,4,0.5694676540626293
81,75,4,0.5653716780987421
82,101,6,0.561305163016394
83,79,4,0.5572678969140631
84,98,4,0.5532596694143587
85,135,6,0.5492802716530589
86,67,4,0.5453294962682274
87,85,5,0.5414071373894073
88,195,10,0.537512990626894
89,90,6,0.5336468530610845
90,79,4,0.5298085232319035
91,119,7,0.5259978011283056
92,120,8,0.5222144881778529
93,100,5,0.5184583872363674
94,72,4,0.5147293025776585
95,100,4,0.5110270398833234
96,90,5,0.5073514062326221
97,113,5,0.5037022100924237
98,170,11,0.5000792613072261
99,145,9,0.4964823710892478
100,101,6,0.49291135200858965
101,96,5,0.4893660179834681
102,69,4,0.4858461842705193
103,96,5,0.4823516674551718
104,65,4,0.478882285442089
105,69,4,0.4754378574456808
106,152,9,0.4720182039806827
107,141,8,0.4686231468528033
108,130,6,0.46525250914943833
109,84,5,0.46190611523045244
110,132,6,0.45858379071902655
111,88,4,0.4552853624925713
112,175,10,0.45201065867370577
113,110,6,0.4487595086213013
114,113,5,0.4455317429215895
115,122,6,0.4423271933793341
116,93,5,0.4391456930090669
117,158,8,0.43598707602638587
118,86,4,0.4328511778393166
119,124,7,0.42973783503973567
120,61,4,0.42664688539485535
121,133,8,0.42357816783877006
122,91,5,0.42053152246406333
123,112,4,0.41750679051347517
124,130,7,0.4145038143716295
125,179,11,0.41152243755682083
126,129,7,0.4085625047128605
127,66,4,0.40562386160098074
128,117,6,0.4027063550917979
129,110,6,0.3998098331573331
130,99,5,0.3969341448630896
131,128,7,0.39407914036018843
132,111,6,0.3912446708775597
133,122,7,0.3884305887141903
134,83,5,0.38563674723142727
135,66,4,0.3828630008453369
136,128,8,0.3801092050191181
137,281,14,0.3773752162555713
138,61,4,0.37466089208962033
139,140,8,0.37196609108088935
140,155,9,0.36929067280633204
141,124,7,0.3666344978529147
142,142,7,0.3639974278103513
143,134,9,0.3613793252638913
144,100,6,0.3587800537871589
145,155,9,0.35619947793504425
146,86,5,0.3536374632366454
147,76,4,0.3510938761882614
148,106,7,0.348568584246435
149,112,6,0.34606145582104664
150,63,4,0.3435723602684572
151,125,6,0.3411011678847001
152,121,7,0.33864774989872265
153,128,6,0.3362119784656763
154,129,7,0.3337937266602543
155,98,7,0.33139286847007793
156,136,7,0.32900927878913044
157,154,8,0.3266428334112373
158,100,5,0.3242934090235945
159,93,5,0.32196088320034266
160,77,5,0.31964513439618764
161,65,4,0.3173460419400666
162,159,10,0.31506348602886064
163,267,16,0.31279734772115125
164,204,10,0.3105475089310228
165,137,7,0.3083138524219094
166,102,5,0.3060962618004854
167,148,8,0.3038946215106004
168,107,6,0.30170881682725814
169,346,20,0.2995387338506377
170,182,10,0.29738425950015857
171,137,7,0.2952452815085884
172,96,6,0.2931216884161925
173,224,14,0.2910133695649259
174,79,5,0.28892021509266735
175,146,8,0.28684211592749415
176,61,4,0.28477896378199863
177,189,12,0.2827306511476458
178,135,8,0.2806970712891705
179,102,6,0.27867811823901606
180,158,9,0.2766736867918126
181,149,9,0.27468367249889414
182,108,6,0.2727079716628568
183,145,7,0.2707464813321547
184,116,7,0.26879909929573503
185,113,7,0.266865724077713
186,107,7,0.2649462549320827
187,87,4,0.2630405918374683
188,125,7,0.2611486354919118
189,200,12,0.2592702873076984
190,194,11,0.25740544940621907
191,73,5,0.25555402461287074
192,218,11,0.25371591645199204
193,149,9,0.25189102914183636
194,176,11,0.25007926758958093
195,87,4,0.2482805373863712
196,113,7,0.2464947448024016
197,180,11,0.2447217967820315
198,219,14,0.2429616009389358
199,186,11,0.24121406555129105
200,186,10,0.23947909955699606
201,78,5,0.23775661254892635
202,99,6,0.2360465147702234
203,57,4,0.23434871710961763
204,144,9,0.2326631310967846
205,137,8,0.23098966889773512
206,66,4,0.22932824331023838
207,166,10,0.22767876775927773
208,267,15,0.22604115629253949
209,228,14,0.22441532357593413
210,180,11,0.2228011848891494
211,190,11,0.22119865612123596
212,106,7,0.21960765376622407
213,147,9,0.21802809491877245
214,209,10,0.2164598972698482
215,333,19,0.2149029791024376
216,78,4,0.213357259287288
217,91,7,0.21182265727868038
218,178,11,0.21029909311023195
219,139,8,0.20878648739072944
220,222,12,0.20728476129999204
221,124,6,0.20579383658476405
222,92,5,0.20431363555463733
223,204,12,0.20284408107800295
224,220,12,0.20138509657803183
225,71,5,0.19993660602868443
226,58,4,0.19849853395074932
227,107,7,0.19707080540790972
228,212,12,0.19565334600283885
229,236,14,0.19424608187332323
230,110,7,0.19284893968841366
231,268,16,0.19146184664460394
232,237,13,0.19008473046203755
233,110,6,0.1887175193807408
234,149,9,0.18736014215688368
235,126,8,0.18601252805906754
236,146,9,0.1846746068646391
237,209,13,0.18334630885603134
238,177,10,0.18202756481713084
239,330,17,0.18071830602967057
240,269,15,0.17941846426964925
241,174,10,0.1781279718037765
242,123,6,0.17684676138594302
243,90,6,0.17557476625371646
244,187,10,0.17431192012486282
245,171,10,0.17305815719389228
246,164,10,0.17181341212863024
247,132,8,0.17057762006681293
248,199,11,0.16935071661270748
249,321,19,0.16813263783375643
250,221,11,0.16692332025724613
251,268,14,0.16572270086699933
252,281,15,0.16453071710009157
253,255,13,0.16334730684359086
254,78,5,0.16217240843132125
255,165,10,0.16100596064064948
256,278,17,0.15984790268929452
257,188,11,0.1586981742321605
258,123,7,0.15755671535819218
259,290,16,0.15642346658725284
260,185,12,0.15529836886702508
261,160,10,0.1541813635699336
262,170,10,0.15307239249009003
263,195,12,0.15197139784026012
264,242,14,0.15087832224885245
265,238,15,0.1497931087569287
266,175,10,0.14871570081523572
267,250,15,0.1476460422812589
268,97,5,0.14658407741629645
269,187,11,0.14552975088255493
270,156,9,0.14448300774026598
271,276,16,0.143443793444823
272,182,12,0.14241205384393918
273,359,20,0.14138773517482575
274,188,11,0.1403707840613901
275,117,7,0.13936114751145498
276,279,17,0.13835877291399648
277,177,9,0.13736360803640302
278,227,13,0.1363756010217534
279,148,8,0.1353947003861146
280,131,8,0.1344208550158589
281,96,6,0.13345401416500072
282,149,9,0.1324941274525519
283,210,12,0.13154114485989674
284,229,13,0.13059501672818535
285,148,8,0.12965569375574607
286,73,5,0.1287231269955166
287,273,15,0.1277972678524931
288,144,9,0.1268780680811981
289,202,12,0.12596547978316652
290,58,4,0.12505945540444974
291,64,4,0.12415994773313761
292,318,18,0.1232669098968982
293,187,11,0.12238029536053541
294,249,14,0.12150005792356405
295,187,10,0.12062615171780247
296,138,8,0.11975853120498223
297,187,11,0.11889715117437542
298,172,10,0.11804196674043856
299,230,14,0.11719293334047369
300,218,12,0.11635000673230636
301,159,9,0.11551314299198015
302,280,15,0.1146822985114678
303,331,19,0.11385742999639907
304,299,17,0.1130384944638044
305,167,10,0.11222544923987528
306,203,10,0.11141825195774058
307,248,14,0.11061686055525884
308,278,17,0.10982123327282639
309,320,18,0.1090313286512015
310,137,8,0.10824710552934375
311,282,15,0.10746852304226925
312,86,5,0.10669554061892132
313,106,7,0.10592811798005623
314,173,9,0.10516621513614434
315,148,9,0.10440979238528646
316,331,19,0.10365881031114471
317,237,14,0.1029132297808888
318,309,18,0.10217301194315687
319,173,11,0.10143811822603083
320,176,10,0.10070851033502652
321,132,8,0.0999841502510984
322,502,28,0.09926500022865806
323,178,9,0.0985510227936076
324,170,10,0.09784218074138679
325,222,14,0.09713843713503442
326,155,9,0.09643975530326368
327,145,9,0.09574609883855095
328,222,13,0.09505743159523893
329,239,13,0.094373717687653
330,234,13,0.09369492148823129
331,234,13,0.09302100762566815
332,366,20,0.09235194098307109
333,192,12,0.09168768669613069
334,268,16,0.09102821015130401
335,389,22,0.09037347698401088
336,187,11,0.08972345307684317
337,359,21,0.08907810455778695
338,204,12,0.08843739779845763
339,138,8,0.08780129941234742
340,335,20,0.08716977625308561
341,173,10,0.08654279541271148
342,201,12,0.08592032421995943
343,209,13,0.08530233023855646
344,303,18,0.08468878126553214
345,212,10,0.08407964532954029
346,177,10,0.08347489068919317
347,242,13,0.08287448583140744
348,175,10,0.082278399469762
349,217,15,0.08168660054286771
350,312,18,0.0810990582127489
351,154,9,0.08051574186323632
352,276,16,0.07993662109837177
353,267,14,0.07936166574082432
354,293,15,0.07879084583031765
355,258,17,0.07822413162206895
356,235,13,0.07766149358523902
357,198,12,0.07710290240139324
358,114,7,0.076548328962974
359,176,10,0.07599774437178387
360,298,17,0.07545111993747973
361,162,10,0.07490842717607787
362,193,12,0.07436963780846953
363,324,19,0.07383472375894742
364,98,6,0.07330365715374276
365,234,13,0.07277641031957273
366,228,10,0.07225295578219842
367,404,23,0.07173326626499339
368,163,7,0.07121731468752202
369,121,7,0.07070507416412856
370,243,15,0.07019651800253614
371,193,11,0.0696916197024558
372,219,13,0.06919035295420559
373,200,2,0.06869269163733976
374,176,11,0.06819860981928744
375,143,10,0.06770808175400138
376,171,11,0.06722108188061647
377,195,11,0.06673758482211767
378,204,12,0.06625756538401761
379,176,10,0.06578099855304397
380,140,8,0.06530785949583576
381,185,10,0.06483812355764944
382,306,17,0.06437176626107421
383,271,16,0.06390876330475648
384,215,10,0.06344909056213346
385,128,8,0.06299272408017623
386,160,8,0.06253964007814122
387,129,7,0.06208981494633128
388,347,16,0.06164322524486526
389,363,22,0.061199847702456685
390,224,13,0.06075965921520109
391,361,19,0.06032263684537203
392,108,7,0.05988875782022591
393,308,19,0.05945799953081527
394,222,13,0.05903033953081068
395,242,14,0.05860575553533106
396,327,20,0.058184225419782534
397,223,12,0.057765727218705404
398,161,10,0.05735023912462963
399,311,19,0.05693773948693847
400,72,5,0.056528206810740285
401,196,12,0.05612161975574841
402,165,11,0.0557179571351693
403,283,16,0.055317197914598264
404,137,8,0.05491932121092359
405,393,22,0.05452430629123826
406,340,19,0.054132132571759584
407,213,2,0.05374277961675661
408,238,14,0.0533562271374853
409,215,13,0.0529724549911312
410,82,5,0.052591443179759896
411,311,19,0.0522131718492749
412,187,10,0.05183762128838313
413,153,8,0.05146477192756769
414,235,13,0.05109460433806826
415,278,12,0.05072709923086855
