Episodes,Episodic Return,Scores,Epsilon
1,104,0,1.0
2,65,4,1.0
3,120,2,0.9889645466969756
4,136,3,0.9780508746235544
5,57,4,0.9672576398686641
6,90,0,0.9565835133519
7,57,4,0.946027180659862
8,173,3,0.9355873418842983
9,107,6,0.9252627114620334
10,60,4,0.9150520180166645
11,52,4,0.9049540042020033
12,48,4,0.8949674265472473
13,109,5,0.8850910553038572
14,80,4,0.8753236742941269
15,161,2,0.8656640807614223
16,81,4,0.8561110852220741
17,140,2,0.8466635113189045
18,141,1,0.8373201956763701
19,69,5,0.8280799877573042
20,53,4,0.8189417497212396
21,55,4,0.8099043562842937
22,73,4,0.8009666945806023
23,133,6,0.7921276640252803
24,69,4,0.7833861761788956
25,55,4,0.7747411546134385
26,66,4,0.7661915347797708
27,73,4,0.757736263876536
28,81,5,0.7493743007205184
29,76,4,0.7411046156184306
30,106,4,0.7329261902401175
31,71,4,0.7248380174931592
32,68,4,0.7168391013988566
33,157,5,0.7089284569695876
34,131,5,0.7011051100875146
35,76,5,0.6933680973846321
36,68,4,0.6857164661241372
37,125,9,0.6781492740831093
38,93,4,0.6706655894364854
39,80,5,0.6632644906423136
40,79,4,0.6559450663282762
41,72,4,0.6487064151794613
42,90,4,0.641547645827376
43,94,6,0.6344678767401827
44,75,4,0.6274662361141474
45,76,4,0.6205418617662853
46,81,4,0.6136939010281917
47,82,4,0.6069215106410442
48,152,7,0.6002238566517639
49,83,5,0.5936001143103221
50,77,4,0.5870494679681807
51,103,5,0.5805711109778525
52,83,4,0.5741642455935715
53,72,4,0.5678280828730574
54,77,4,0.5615618425803659
55,142,7,0.55536475308981
56,141,7,0.5492360512909418
57,80,4,0.5431749824945831
58,101,6,0.5371808003398929
59,81,4,0.5312527667024608
60,79,4,0.5253901516034133
61,69,4,0.519592233119525
62,102,5,0.5138582972943203
63,106,6,0.5081876380501572
64,72,5,0.5025795571012804
65,79,5,0.4970333638678346
66,135,7,0.49154837539082596
67,93,5,0.48612391624802304
68,144,6,0.4807593184707846
69,75,5,0.4754539214618065
70,111,5,0.4702070719137749
71,165,8,0.4650181237289186
72,123,7,0.4598864379394481
73,210,11,0.45481138262887316
74,103,6,0.4497923328541883
75,65,4,0.44482867056891745
76,197,11,0.43991978454700775
77,95,5,0.4350650703075627
78,138,8,0.43026393004040664
79,99,6,0.42551577253246997
80,118,7,0.4208200130949875
81,182,11,0.4161760734914997
82,98,6,0.4115833818666482
83,179,10,0.40704137267575796
84,209,12,0.4025494866151957
85,76,4,0.39810717055349726
86,108,6,0.393713877463255
87,88,5,0.3893690663537566
88,216,13,0.3850722022043675
89,134,8,0.38082275589864845
90,73,5,0.3766202041591999
91,126,8,0.3724640294832255
92,99,6,0.3683537200788071
93,80,4,0.36428876980188213
94,85,4,0.3602686780939172
95,79,4,0.3562929499202695
96,108,6,0.3523610957092275
97,165,11,0.34847263129172584
98,260,16,0.34462707784172397
99,134,8,0.34082396181724395
100,159,9,0.33706281490205797
101,76,5,0.3333431739480204
102,139,7,0.3296645809180351
103,98,5,0.32602658282965297
104,75,4,0.3224287316992917
105,129,7,0.3188705844870708
106,166,11,0.3153517030422556
107,70,4,0.3118716540493036
108,152,9,0.3084300089745056
109,120,7,0.30502634401321604
110,120,8,0.30166024003766595
111,183,13,0.2983312825453512
112,149,8,0.2950390616079906
113,102,5,0.29178317182104746
114,190,11,0.28856321225380793
115,81,4,0.28537878640001035
116,126,7,0.28222950212901926
117,155,9,0.2791149716375387
118,252,13,0.27603481140185765
119,87,5,0.2729886421306233
120,120,5,0.2699760887181348
121,69,4,0.26699678019815265
122,346,17,0.26405034969821806
123,101,6,0.2611364343944761
124,153,9,0.25825467546699754
125,200,12,0.2554047180555938
126,143,7,0.25258621121611924
127,214,12,0.2497988078772559
128,151,8,0.24704216479777527
129,114,5,0.24431594252427138
130,131,8,0.2416198053493604
131,174,12,0.23895342127034166
132,195,12,0.2363164619483149
133,111,6,0.23370860266774834
134,300,18,0.2311295222964933
135,187,10,0.22857890324624008
136,185,10,0.22605643143340967
137,163,10,0.22356179624047792
138,75,5,0.2210946904777259
139,133,7,0.21865481034541231
140,90,5,0.21624185539636387
141,102,6,0.21385552849897793
142,115,7,0.21149553580063385
143,135,9,0.20916158669150783
144,152,9,0.20685339376878725
145,182,9,0.2045706728012797
146,212,11,0.2023131426944129
147,145,9,0.20008052545562058
148,148,9,0.1978725461601105
149,139,8,0.19568893291701006
150,142,7,0.19352941683588573
151,232,13,0.19139373199363177
152,67,4,0.18928161540172447
153,204,12,0.18719280697383775
154,169,9,0.18512704949381592
155,199,11,0.18308408858400022
156,114,7,0.18106367267390472
157,156,8,0.17906555296923773
158,70,5,0.1770894834212655
159,212,12,0.17513522069651338
160,141,8,0.17320252414680215
161,225,12,0.17129115577961415
162,208,11,0.1694008802287872
163,127,8,0.16753146472553118
164,159,9,0.1656826790697653
165,133,7,0.16385429560177092
166,136,9,0.16204608917415764
167,240,14,0.1602578371241385
168,132,8,0.15848931924611137
169,163,10,0.15674031776454278
170,224,13,0.15501061730715096
171,248,13,0.1533000048783849
172,87,5,0.1516082698331961
173,162,9,0.14993520385109957
174,105,6,0.1482806009105213
175,208,13,0.14664425726342886
176,99,6,0.1450259714102416
177,117,7,0.14342554407501812
178,280,18,0.1418427781809174
179,163,10,0.1402774788259306
180,69,5,0.13872945325888109
181,169,11,0.13719851085568863
182,116,8,0.13568446309589619
183,172,10,0.13418712353945547
184,155,10,0.13270630780376866
185,147,8,0.13124183354098337
186,315,19,0.12979352041553857
187,197,12,0.12836119008195773
188,134,8,0.12694466616288766
189,247,12,0.12554377422737908
190,119,7,0.12415834176940742
191,233,13,0.12278819818663017
192,423,26,0.1214331747593791
193,131,8,0.12009310462988398
194,181,12,0.11876782278172568
195,191,11,0.11745716601951611
196,170,10,0.11616097294880216
197,56,4,0.11487908395619177
198,100,6,0.11361134118969901
199,208,12,0.11235758853930611
200,137,8,0.11111767161774017
201,170,10,0.1098914377414618
202,233,14,0.10867873591186368
203,90,6,0.1074794167966766
204,254,14,0.10629333271158058
205,178,10,0.1051203376020191
206,188,11,0.10396028702521384
207,149,9,0.10281303813237809
208,188,10,0.10167844965112616
209,136,8,0.10055638186807725
210,226,14,0.099446696611651
211,66,4,0.09834925723505308
212,121,8,0.09726392859944852
213,209,12,0.09619057705732065
214,333,20,0.09512907043601361
215,167,11,0.09407927802145687
216,150,8,0.09304107054206884
217,86,5,0.09201432015283843
218,72,4,0.09099890041958225
219,158,9,0.08999468630337538
220,350,21,0.08900155414515415
221,212,13,0.08801938165048871
222,241,13,0.08704804787452365
223,159,10,0.08608743320708492
224,291,18,0.0851374193579509
225,171,10,0.08419788934228623
226,222,12,0.08326872746623622
227,289,15,0.0823498193126803
228,320,18,0.08144105172714272
229,257,15,0.08054231280385864
230,147,9,0.07965349187199408
231,190,11,0.07877447948201789
232,205,12,0.07790516739222403
233,227,13,0.07704544855540284
234,184,12,0.07619521710565913
235,117,8,0.07535436834537582
236,169,9,0.07452279873232152
237,133,8,0.0737004058669003
238,218,12,0.07288708847954219
239,97,5,0.07208274641823278
240,227,13,0.07128728063618063
241,110,6,0.07050059317962046
242,268,16,0.06972258717575124
243,247,13,0.0689531668208072
