Episodes,Episodic Return,Scores,Epsilon
1,-1,2,1.0
2,8,4,1.0
3,-19,2,0.9990793899844618
4,-11,1,0.9981596274917243
5,1,0,0.9972407117415495
6,-58,3,0.9963226419544177
7,-111,4,0.995405417351527
8,5,1,0.9944890371547921
9,-126,4,0.9935735005868445
10,-165,4,0.9926588068710308
11,1,0,0.9917449552314132
12,-70,2,0.9908319448927676
13,-180,3,0.989919775080584
14,-143,4,0.9890084450210656
15,-187,4,0.9880979539411272
16,-64,4,0.9871883010683962
17,-5,2,0.9862794856312105
18,9,1,0.9853715068586185
19,-115,6,0.9844643639803784
20,-185,4,0.9835580562269576
21,-58,2,0.9826525828295318
22,-6,2,0.9817479430199844
23,-63,1,0.9808441360309061
24,1,0,0.9799411610955941
25,-2,0,0.9790390174480514
26,-129,4,0.978137704322986
27,-31,3,0.9772372209558107
28,-90,4,0.976337566582642
29,-166,4,0.9754387404402998
30,-64,3,0.9745407417663065
31,-157,4,0.9736435697988863
32,-10,4,0.9727472237769651
33,1,0,0.971851702940169
34,-5,1,0.9709570065288244
35,-153,4,0.9700631337839569
36,-55,4,0.9691700839472911
37,1,1,0.9682778562612492
38,-118,4,0.9673864499689512
39,-132,4,0.9664958643142137
40,-208,4,0.9656060985415498
41,-75,1,0.9647171518961677
42,3,0,0.9638290236239705
43,-93,4,0.9629417129715558
44,-83,4,0.9620552191862147
45,-119,4,0.961169541515931
46,-96,4,0.9602846792093812
47,-78,5,0.9594006315159331
48,-66,4,0.9585173976856458
49,-38,4,0.9576349769692688
50,-87,4,0.9567533686182412
51,-84,4,0.9558725718846913
52,-1,2,0.954992586021436
53,-69,4,0.9541134102819798
54,-51,2,0.953235043920515
55,-96,4,0.9523574861919197
56,-47,4,0.9514807363517586
57,20,1,0.9506047936562815
58,3,0,0.9497296573624229
59,-139,4,0.9488553267278013
60,-24,2,0.9479818010107189
61,-55,4,0.9471090794701604
62,-139,4,0.9462371613657931
63,-181,4,0.9453660459579653
64,10,1,0.9444957325077066
65,0,2,0.9436262202767268
66,-30,2,0.9427575085274156
67,-107,5,0.9418895965228413
68,-58,2,0.9410224835267512
69,-102,4,0.9401561688035698
70,-112,4,0.9392906516183992
71,-87,4,0.9384259312370179
72,-87,4,0.9375620069258802
73,-186,4,0.9366988779521161
74,-56,4,0.9358365435835301
75,-35,3,0.9349750030886004
76,-13,3,0.9341142557364791
77,12,1,0.933254300796991
78,-91,4,0.9323951375406332
79,7,2,0.9315367652385742
80,-121,4,0.9306791831626534
81,-76,4,0.929822390585381
82,-18,4,0.9289663867799364
83,-77,4,0.9281111710201684
84,-26,4,0.9272567425805943
85,-91,4,0.9264031007363993
86,-81,4,0.9255502447634356
87,-58,4,0.9246981739382226
88,14,3,0.9238468875379451
89,-44,4,0.9229963848404539
90,-46,2,0.9221466651242641
91,-45,3,0.9212977276685556
92,-91,4,0.9204495717531713
93,-37,4,0.9196021966586174
94,-26,4,0.9187556016660626
95,12,4,0.917909786057337
96,0,6,0.917064749114932
97,-83,5,0.9162204901219998
98,-55,4,0.9153770083623521
99,-48,3,0.9145343031204602
100,-142,3,0.9136923736814543
101,-53,4,0.9128512193311222
102,-8,4,0.9120108393559098
103,-128,5,0.9111712330429192
104,28,4,0.9103323996799096
105,9,4,0.9094943385552954
106,-91,2,0.908657048958146
107,-47,4,0.9078205301781858
108,-51,4,0.9069847815057925
109,-123,4,0.9061498022319975
110,-144,4,0.9053155916484847
111,8,0,0.9044821490475903
112,-115,4,0.9036494737223014
113,-54,4,0.9028175649662569
114,-210,4,0.9019864220737451
115,-34,4,0.9011560443397045
116,-6,1,0.9003264310597225
117,-34,4,0.8994975815300352
118,-62,4,0.8986694950475262
119,-177,4,0.8978421709097268
120,27,3,0.8970156084148148
121,7,0,0.8961898068616139
122,-76,4,0.8953647655495939
123,10,1,0.8945404837788689
124,-50,5,0.8937169608501976
125,-75,4,0.8928941960649825
126,-99,4,0.8920721887252692
127,-4,5,0.8912509381337456
128,-31,4,0.8904304435937418
129,-61,4,0.8896107044092292
130,-112,6,0.8887917198848201
131,-2,0,0.8879734893257667
132,-15,4,0.8871560120379609
133,-12,4,0.8863392873279338
134,-99,2,0.8855233145028547
135,-12,2,0.8847080928705308
136,12,0,0.8838936217394064
137,-109,5,0.8830799004185628
