Episodes,Episodic Return,Epsilon
1,-63,1.0
2,-3,1.0
3,-4,0.9942600739529567
4,-61,0.9885530946569389
5,-127,0.9828788730000322
6,1,0.9772372209558107
7,-107,0.9716279515771061
8,-10,0.9660508789898133
9,-137,0.9605058183867307
10,-101,0.954992586021436
11,-26,0.9495109992021983
12,-17,0.9440608762859234
13,-103,0.9386420366721352
14,2,0.933254300796991
15,-49,0.9278974901273311
16,-4,0.9225714271547631
17,-79,0.9172759353897796
18,-66,0.9120108393559098
19,-98,0.9067759645839049
20,-52,0.9015711376059569
21,-78,0.89639618594995
22,16,0.8912509381337456
23,-72,0.8861352236594998
24,-94,0.881048873008014
25,8,0.8759917176331172
26,-151,0.8709635899560807
27,3,0.8659643233600653
28,-135,0.8609937521846006
29,-43,0.8560517117200946
30,1,0.8511380382023764
31,-119,0.8462525688072693
32,-63,0.8413951416451951
33,-33,0.8365655957558101
34,-17,0.831763771102671
35,-9,0.8269895085679317
36,13,0.8222426499470712
37,-53,0.81752303794365
38,-76,0.8128305161640993
39,-22,0.8081649291125372
40,-18,0.8035261221856173
41,-8,0.7989139416674043
42,16,0.7943282347242815
43,-55,0.7897688493998857
44,-76,0.7852356346100718
45,12,0.7807284401379069
46,-2,0.7762471166286917
47,-53,0.7717915155850125
48,-33,0.767361489361819
49,-37,0.7629568911615331
50,-17,0.7585775750291838
51,-58,0.7542233958475708
52,0,0.7498942093324559
53,-31,0.7455898720277815
54,-91,0.7413102413009175
55,0,0.7370551753379344
56,-3,0.732824533138904
57,-63,0.7286181745132277
58,-42,0.7244359600749901
59,-2,0.7202777512383408
60,-65,0.7161434102129021
61,4,0.7120327999992025
62,7,0.7079457843841379
63,-37,0.7038822279364568
64,28,0.6998419960022735
65,15,0.6958249547006052
66,3,0.6918309709189365
67,0,0.6878599123088076
68,-47,0.6839116472814294
69,-24,0.6799860450033224
70,-2,0.6760829753919818
71,-23,0.6722023091115668
72,-38,0.6683439175686147
73,34,0.6645076729077796
74,8,0.660693448007596
75,26,0.6569011164762664
76,-39,0.6531305526474724
77,27,0.6493816315762113
78,-34,0.6456542290346555
79,22,0.6419482215080359
80,-4,0.6382634861905487
81,-4,0.6345999009812869
82,-5,0.6309573444801932
83,5,0.6273356959840382
84,23,0.6237348354824193
85,-31,0.6201546436537855
86,-65,0.6165950018614822
87,30,0.6130557921498208
88,13,0.6095368972401692
89,9,0.6060382005270664
90,40,0.6025595860743578
91,-2,0.5991009386113539
92,5,0.5956621435290105
93,28,0.5922430868761307
94,-22,0.588843655355589
95,13,0.5854637363205772
96,19,0.5821032177708714
97,-13,0.5787619883491206
98,24,0.5754399373371569
99,24,0.5721369546523265
100,-8,0.5688529308438415
101,26,0.565587757089154
102,-3,0.5623413251903491
103,37,0.5591135275705602
104,30,0.5559042572704036
105,28,0.5527134079444349
106,50,0.5495408738576246
107,15,0.5463865498818542
108,29,0.5432503314924333
109,-32,0.5401321147646349
110,12,0.5370317963702528
111,13,0.5339492735741767
112,36,0.5308844442309884
113,1,0.5278372067815769
114,-10,0.5248074602497727
115,23,0.5217951042390023
116,29,0.5188000389289611
117,1,0.5158221650723057
118,14,0.5128613839913649
119,12,0.5099175975748701
120,17,0.5069907082747044
121,22,0.5040806191026694
122,21,0.5011872336272724
123,27,0.49831045597052953
124,34,0.49545019080479025
125,-17,0.49260634334957726
126,23,0.48977881936844625
127,36,0.48696752516586317
128,12,0.4841723675840994
129,31,0.48139325400014477
130,45,0.47863009232263837
131,28,0.4758827909888169
132,21,0.4731512589614805
133,40,0.47043540572597614
134,39,0.46773514128719823
135,16,0.4650503761666063
136,21,0.46238102139926035
137,32,0.45972698853087224
138,25,0.457088189614875
139,5,0.45446453720950875
140,23,0.4518559443749224
141,35,0.4492623246702934
142,9,0.44668359215096315
143,31,0.44411966136558895
144,21,0.4415704473533125
145,24,0.4390358656409447
146,37,0.436515832240166
147,14,0.4340102636447438
148,-18,0.43151907682776525
149,24,0.4290421892388855
150,33,0.42657951880159267
151,22,0.42413098391048826
152,29,0.4216965034285823
153,15,0.41927599668460547
154,33,0.4168693834703354
155,62,0.4144765840379392
156,34,0.4120975190973303
157,25,0.4097321098135415
158,34,0.40738027780411273
159,52,0.40504194513649316
160,26,0.40271703432545913
161,14,0.40040546833054635
162,24,0.39810717055349726
163,1,0.3958220648357225
164,25,0.3935500754557775
165,37,0.39129112712685304
166,33,0.3890451449942806
167,61,0.3868120546330522
168,43,0.3845917820453536
169,15,0.3823842536581127
170,28,0.38018939632056126
171,37,0.3780071373018111
172,35,0.3758374042884442
173,53,0.3736801253821158
174,35,0.37153522909717257
175,7,0.3694026443582835
176,32,0.36728230049808475
177,61,0.3651741272548378
178,26,0.36307805477010135
179,37,0.3609940135864166
180,57,0.3589219346450052
181,11,0.3568617492834812
182,36,0.35481338923357547
183,28,0.35277678661887396
184,44,0.35075187395256807
185,33,0.34873858413521847
186,15,0.3467368504525317
187,32,0.3447466065731494
188,38,0.34276778654645035
189,29,0.340800324800365
190,58,0.33884415613920255
191,26,0.33689921574149073
192,35,0.33496543915782767
193,35,0.33304276230874635
194,33,0.33113112148259116
195,63,0.32923045333340656
196,42,0.32734069487883827
197,45,0.3254617834980459
198,54,0.32359365692962827
199,36,0.3217362532695599
200,46,0.3198895109691398
201,62,0.3180533688329521
202,0,0.316227766016838
203,63,0.3144126420258796
204,48,0.31260793671239556
205,25,0.3108135902739476
206,52,0.30902954325135906
207,58,0.30725573652674465
208,50,0.30549211132155135
209,45,0.3037386091946105
210,26,0.30199517204020165
211,18,0.30026174208612677
212,37,0.298538261891796
213,32,0.29682467434632426
